id,name,city,country,email,rank,city_id
4028,Chonnam National University,Bukgu,South Korea,chonnam.national.university@findmymasters.com,751-800,NULL
4029,Universidad UNISANGIL,San Gil,Colombia,universidad.unisangil@findmymasters.com,NULL,NULL
4030,Maastricht School of Management,Maastricht,Netherlands,maastricht.school.of@findmymasters.com,NULL,NULL
4031,CEMS The Global Alliance in Management Education,Agde,France,cems.the.global@findmymasters.com,NULL,NULL
4032,Stenden University Of Applied Sciences Qatar,Doha,Qatar,stenden.university.of@findmymasters.com,NULL,629
4033,Furtwangen UniversityHFU Business School,VillingenSchwenningen,Germany,furtwangen.universityhfu.business@findmymasters.com,NULL,NULL
4034,University of Twente,Enschede,Netherlands,university.of.twente@findmymasters.com,189,NULL
4035,Harrisburg University Panama Campus,Panama City,Panama,harrisburg.university.panama@findmymasters.com,NULL,592
4036,National Defense University,Washington,USA,national.defense.university@findmymasters.com,NULL,NULL
4037,Southeast Missouri State University Harrison College of Business and Computing,Cape Girardeau,USA,southeast.missouri.state@findmymasters.com,NULL,NULL
4038,University Of Saint Joseph Connecticut,West Hartford,USA,university.of.saint@findmymasters.com,NULL,NULL
4039,WMG School for Professional Development at VTC in HONG KONG,Hong Kong,Hong Kong,wmg.school.for@findmymasters.com,NULL,282
4040,Vlerick Business School,Ghent,Belgium,vlerick.business.school@findmymasters.com,NULL,NULL
4041,IMISP International Management Institute St Peter,Saint Petersburg,Russia,imisp.international.management@findmymasters.com,NULL,664
4042,Northwood University,Midland,USA,northwood.university@findmymasters.com,NULL,NULL
4043,Boston University College of Fine Arts,Boston,USA,boston.university.college@findmymasters.com,NULL,NULL
4044,Regent College London,London,United Kingdom,regent.college.london@findmymasters.com,NULL,119
4045,University of National and World Economy,Sofia,Bulgaria,university.of.national@findmymasters.com,NULL,100
4046,Grubb Institute,London,United Kingdom,grubb.institute@findmymasters.com,NULL,119
4047,HenleyPutnam National American University,Rapid City,USA,henleyputnam.national.american@findmymasters.com,NULL,NULL
4048,Hebrew University,Mexico City,Mexico,hebrew.university@findmymasters.com,NULL,503
4049,OSTELEA Distancia,Spain Online,Spain,ostelea.distancia@findmymasters.com,NULL,NULL
4050,Aquinas College,Grand Rapids,USA,aquinas.college@findmymasters.com,NULL,NULL
4051,Roffey Park Institute,Horsham,United Kingdom,roffey.park.institute@findmymasters.com,NULL,NULL
4052,Telfer School of Management,Ottawa,Canada,telfer.school.of@findmymasters.com,NULL,128
4053,Apollos University,Great Falls,USA,apollos.university@findmymasters.com,NULL,NULL
4054,University of Arkansas Little Rock,Little Rock,USA,university.of.arkansas@findmymasters.com,NULL,NULL
4055,Sustainability Management School,Gland,Switzerland,sustainability.management.school@findmymasters.com,NULL,NULL
4056,University of West Los Angeles,Inglewood,USA,university.of.west@findmymasters.com,NULL,NULL
4057,Free University Of Tbilisi,Tbilisi,Georgia,free.university.of@findmymasters.com,NULL,244
4058,North Central University,Minneapolis,USA,north.central.university@findmymasters.com,NULL,NULL
4059,ISCTE Executive Education,Lisbon,Portugal,iscte.executive.education@findmymasters.com,NULL,624
4060,National Intelligence University,Washington,USA,national.intelligence.university@findmymasters.com,NULL,NULL
4061,Warsaw School Of Computer Science,Warsaw,Poland,warsaw.school.of@findmymasters.com,NULL,618
4062,LueCOLE The Event Thinking School,Paris,France,luecole.the.event@findmymasters.com,NULL,235
4063,Regis University The College for Public Leadership,Washington,USA,regis.university.the@findmymasters.com,NULL,NULL
4064,Academia Americana Multidisciplinaria,Mxico,Mexico,academia.americana.multidisciplinaria@findmymasters.com,NULL,NULL
4065,Ashford University Online,Clinton,USA,ashford.university.online@findmymasters.com,NULL,NULL
4066,IESE Business School,Madrid,Spain,iese.business.school@findmymasters.com,NULL,742
4067,APIC Asia Pacific International College,Parramatta,Australia,apic.asia.pacific@findmymasters.com,NULL,NULL
4068,Bowie State University College of Arts and Sciences,Bowie,USA,bowie.state.university@findmymasters.com,NULL,NULL
4069,ABI College,London,United Kingdom,abi.college@findmymasters.com,NULL,119
4070,Instituto Europeo de Posgrado Espaufa,Madrid,Spain,instituto.europeo.de@findmymasters.com,NULL,742
4071,The Citadel,Charleston,USA,the.citadel@findmymasters.com,NULL,NULL
4072,Widad University College,Kuantan,Malaysia,widad.university.college@findmymasters.com,NULL,NULL
4073,EBC Hochschule University of Applied Sciences,Hamburg,Germany,ebc.hochschule.university@findmymasters.com,NULL,251
4074,Sustainability Management School,Switzerland Online,Switzerland,sustainability.management.school@findmymasters.com,NULL,NULL
4075,Golden Gate University,USA Online,USA,golden.gate.university@findmymasters.com,NULL,NULL
4076,MBU Montreux Business University,Montreux,Switzerland,mbu.montreux.business@findmymasters.com,NULL,NULL
4077,Thames Education Group Limited,London,United Kingdom,thames.education.group@findmymasters.com,NULL,119
4078,Kazan Innovative University,Kazan,Russia,kazan.innovative.university@findmymasters.com,NULL,643
4079,University of Southern Maine LewistonAuburn College,Lewiston,USA,university.of.southern@findmymasters.com,NULL,NULL
4080,Chestnut Hill College,Philadelphia,USA,chestnut.hill.college@findmymasters.com,NULL,NULL
4081,Florida International University Robert Stempel College of Public Health Social Work,Miami,USA,florida.international.university@findmymasters.com,NULL,NULL
4082,Warner Pacific University,Portland,USA,warner.pacific.university@findmymasters.com,NULL,NULL
4083,American College of Acupuncture Oriental Medicine,Houston,USA,american.college.of@findmymasters.com,NULL,NULL
4084,University of Evansville,Evansville,USA,university.of.evansville@findmymasters.com,NULL,NULL
4085,National Defence University,Helsinki,Finland,national.defence.university@findmymasters.com,NULL,215
4086,ISC Paris Business School,Paris,France,isc.paris.business@findmymasters.com,NULL,235
4087,Haute Ecole de Gestion de Genueve Geneva school of Business administration,Geneva,Switzerland,haute.ecole.de@findmymasters.com,NULL,770
4088,Hyper Island,London,United Kingdom,hyper.island@findmymasters.com,NULL,119
4089,John Jay College of Criminal Justice Online,New York,USA,john.jay.college@findmymasters.com,NULL,NULL
4090,Rider University,Lawrence Township,USA,rider.university@findmymasters.com,NULL,NULL
4091,Asian Institute of Management,Makati,Philippines,asian.institute.of@findmymasters.com,NULL,NULL
4092,Schiller International University Florida Heidelberg Madrid Paris,Heidelberg,Germany,schiller.international.university@findmymasters.com,NULL,NULL
4093,Excellentia FERVIC Business College Colegio de Empresarios Excellentia FERVIC,Mexico City,Mexico,excellentia.fervic.business@findmymasters.com,NULL,503
4094,IMI International Management Institute Switzerland,Lucerne,Switzerland,imi.international.management@findmymasters.com,NULL,NULL
4095,American Consortium of Universities INTERLINK,Seattle,USA,american.consortium.of@findmymasters.com,NULL,NULL
4096,HTL International School Of Hospitality Tourism Languages,Barcelona,Spain,htl.international.school@findmymasters.com,NULL,725
4097,Escuela Internacional de Protocolo,Madrid,Spain,escuela.internacional.de@findmymasters.com,NULL,742
4098,Stanford University Graduate School of Business,Stanford,USA,stanford.university.graduate@findmymasters.com,NULL,NULL
4099,Campus Stratinnov,Paris,France,campus.stratinnov@findmymasters.com,NULL,235
4100,International Partnership of Business Schools Master International Management,Boston,USA,international.partnership.of@findmymasters.com,NULL,NULL
4101,Gestalt Institute Instituto de Gestalt,Mexico City,Mexico,gestalt.institute.instituto@findmymasters.com,NULL,503
4102,Brighton and Sussex Medical School,Brighton,United Kingdom,brighton.and.sussex@findmymasters.com,NULL,NULL
4103,Point Loma Nazarene University,San Diego,USA,point.loma.nazarene@findmymasters.com,NULL,NULL
4104,San Diego Christian College,Santee,USA,san.diego.christian@findmymasters.com,NULL,NULL
4105,HHL Leipzig Graduate School of Management,Kitzscher,Germany,hhl.leipzig.graduate@findmymasters.com,NULL,NULL
4106,Glion,Ilanz,Switzerland,glion@findmymasters.com,NULL,NULL
4107,State University of Management,Moscow,Russia,state.university.of@findmymasters.com,NULL,652
4108,Rutgers Business School Asia Pacific,Singapore,Singapore,rutgers.business.school@findmymasters.com,NULL,703
4109,Universitas Syiah Kuala,Banda Aceh,Indonesia,universitas.syiah.kuala@findmymasters.com,NULL,353
4110,Universitatea RomuenoGermanu din Sibiu,Sibiu,Romania,universitatea.romuenogermanu.din@findmymasters.com,NULL,NULL
4111,Prague Business College,Prague,Czech Republic,prague.business.college@findmymasters.com,NULL,190
4112,City of London College of Economics,London,United Kingdom,city.of.london@findmymasters.com,NULL,119
4113,Corporate Technological School of the East Corporaciufn Escuela Tecnolufgica del Oriente,Bucaramanga,Colombia,corporate.technological.school@findmymasters.com,NULL,171
4114,Kadir Has University,Istanbul,Turkey,kadir.has.university@findmymasters.com,NULL,809
4115,Oxademy Business School,Oxford,United Kingdom,oxademy.business.school@findmymasters.com,NULL,NULL
4116,MDIAlgiers Business School,Chraga,Algeria,mdialgiers.business.school@findmymasters.com,NULL,NULL
4117,Pebble Hills University,USA Online,USA,pebble.hills.university@findmymasters.com,NULL,NULL
4118,EDAP Escuela de Direcciufn y Administraciufn de Proyectos,Murcia,Spain,edap.escuela.de@findmymasters.com,NULL,NULL
4119,University of Southern Queensland USQ,Springfield,Australia,university.of.southern@findmymasters.com,NULL,NULL
4120,School of Business and Management ITB,Bandung,Indonesia,school.of.business@findmymasters.com,NULL,NULL
4121,SRH FernHochschule Riedlingen,Riedlingen,Germany,srh.fernhochschule.riedlingen@findmymasters.com,NULL,NULL
4122,National Taiwan University Of Science and Technology Taiwan Tech,,Taiwan,national.taiwan.university@findmymasters.com,314,NULL
4123,RANEPA Institute of Business Studies IBS,Moscow,Russia,ranepa.institute.of@findmymasters.com,NULL,652
4124,Batam International University,Batam,Indonesia,batam.international.university@findmymasters.com,NULL,354
4125,UNIACC La Universidad De Las Comunicaciones,Providencia,Chile,uniacc.la.universidad@findmymasters.com,NULL,NULL
4126,Unisport Management School,Barcelona,Spain,unisport.management.school@findmymasters.com,NULL,725
4127,Belhaven University Online,Jackson,USA,belhaven.university.online@findmymasters.com,NULL,NULL
4128,Russian International Olympic University,Sochi,Russia,russian.international.olympic@findmymasters.com,NULL,670
4129,San Pablo of Guatemala University,Guatemala City,Guatemala,san.pablo.of@findmymasters.com,NULL,276
4130,Universidade Portucalense,Porto,Portugal,universidade.portucalense@findmymasters.com,NULL,626
4131,Karlshochschule International University,Karlsruhe,Germany,karlshochschule.international.university@findmymasters.com,NULL,NULL
4132,HTSI School of Tourism and Hospitality Management Sant Ignasi,Barcelona,Spain,htsi.school.of@findmymasters.com,NULL,725
4133,Southern Wesleyan University,Central,USA,southern.wesleyan.university@findmymasters.com,NULL,NULL
4134,Universitue Du Quuebec En Outaouais UQO,Gatineau,Canada,universitue.du.quuebec@findmymasters.com,NULL,NULL
4135,Neuss University for International Business,Neuss,Germany,neuss.university.for@findmymasters.com,NULL,NULL
4136,Siedlce University of Natural Sciences and Humanities,Siedlce,Poland,siedlce.university.of@findmymasters.com,NULL,NULL
4137,University Of Cumbria,Lancaster,United Kingdom,university.of.cumbria@findmymasters.com,NULL,NULL
4138,Simmons College Simmons School of Management,Boston,USA,simmons.college.simmons@findmymasters.com,NULL,NULL
4139,Le Cordon Bleu University Kobe Tokyo,Kobe,Japan,le.cordon.bleu@findmymasters.com,NULL,419
4140,Epic Bible College,Sacramento,USA,epic.bible.college@findmymasters.com,NULL,NULL
4141,Pixel,Florence,Italy,pixel@findmymasters.com,NULL,NULL
4142,Malaysia Institute for Supply Chain Innovation,Selangor,Malaysia,malaysia.institute.for@findmymasters.com,NULL,NULL
4143,University of Texas at Tyler Soules College of Business,Tyler,USA,university.of.texas@findmymasters.com,NULL,NULL
4144,Diploma University of Applied Sciences,Aalen,Germany,diploma.university.of@findmymasters.com,NULL,NULL
4145,Belhaven University,Jackson,USA,belhaven.university@findmymasters.com,NULL,NULL
4146,University for International Cooperation,San Jos,Costa Rica,university.for.international@findmymasters.com,NULL,179
4147,CIS Scuola per La Gestione DImpresa,Reggio Emilia,Italy,cis.scuola.per@findmymasters.com,NULL,NULL
4148,emlyon business school,Shanghai,China,emlyon.business.school@findmymasters.com,NULL,162
4149,World Maritime University,Malm,Sweden,world.maritime.university@findmymasters.com,NULL,NULL
4150,Arizona State University School of Sustainability,Tempe,USA,arizona.state.university@findmymasters.com,NULL,NULL
4151,Sri Lanka Institute of Information Technology SLIIT,Malabe,Sri Lanka,sri.lanka.institute@findmymasters.com,NULL,NULL
4152,Berlin School of Creative Leadership Steinbeis School of Management and Innovation GmbH,Berlin,Germany,berlin.school.of@findmymasters.com,NULL,246
4153,UCFB x GIS,London,United Kingdom,ucfb.x.gis@findmymasters.com,NULL,119
4154,University of Jamestown,Jamestown,USA,university.of.jamestown@findmymasters.com,NULL,NULL
4155,London School of Planning and Management,London,United Kingdom,london.school.of@findmymasters.com,NULL,119
4156,Lacerba,Milan,Italy,lacerba@findmymasters.com,NULL,399
4157,IPAM,Lisbon,Portugal,ipam@findmymasters.com,NULL,624
4158,George Washington University College of Professional Studies,Washington,USA,george.washington.university@findmymasters.com,NULL,NULL
4159,Perrotis College,Thessaloniki,Greece,perrotis.college@findmymasters.com,NULL,272
4160,Marist College,Poughkeepsie,USA,marist.college@findmymasters.com,NULL,NULL
4161,Southern Methodist University Meadows Schools of the Arts,Dallas,USA,southern.methodist.university@findmymasters.com,NULL,NULL
4162,Strathclyde Business School Greece,Chalandri,Greece,strathclyde.business.school@findmymasters.com,NULL,NULL
4163,ESSEC Business School,Singapore,Singapore,essec.business.school@findmymasters.com,NULL,703
4164,ISAE Business School,Seville,Spain,isae.business.school@findmymasters.com,NULL,NULL
4165,IMM Graduate School of Marketing,Johannesburg,South Africa,imm.graduate.school@findmymasters.com,NULL,716
4166,St Edwards University,Austin,USA,st.edwards.university@findmymasters.com,NULL,NULL
